Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DUNO_P,0.003,0.008,0.012,0.016,0.021,0.026,0.031,0.037,0.043,0.050,0.058,0.066,0.075,0.084,0.094,0.105,0.116,0.127,0.139,0.165,0.179,0.193,0.207,0.222,0.238,0.253,0.270,0.287,0.304,0.322,0.341
DYCE_P,0.009,0.021,0.033,0.046,0.059,0.072,0.086,0.102,0.120,0.139,0.160,0.184,0.208,0.235,0.262,0.291,0.322,0.354,0.388,0.460,0.498,0.536,0.576,0.617,0.661,0.705,0.750,0.798,0.846,0.896,0.947
EALI_6,0.009,0.021,0.033,0.045,0.058,0.071,0.085,0.102,0.119,0.138,0.159,0.183,0.207,0.233,0.261,0.290,0.320,0.352,0.385,0.457,0.495,0.533,0.572,0.613,0.657,0.700,0.745,0.793,0.841,0.890,0.941
EASO_1,0.072,0.162,0.255,0.351,0.448,0.548,0.657,0.784,0.920,1.066,1.227,1.408,1.597,1.799,2.011,2.233,2.468,2.713,2.970,3.525,3.816,4.107,4.413,4.730,5.064,5.400,5.748,6.113,6.483,6.865,7.258
ECCL,0.015,0.034,0.053,0.073,0.094,0.115,0.138,0.164,0.193,0.223,0.257,0.295,0.334,0.377,0.421,0.468,0.517,0.568,0.622,0.738,0.799,0.860,0.924,0.990,1.060,1.131,1.203,1.280,1.357,1.437,1.519
ECLA_1,0.064,0.145,0.228,0.312,0.399,0.488,0.585,0.699,0.819,0.950,1.093,1.254,1.423,1.603,1.791,1.990,2.198,2.417,2.646,3.140,3.399,3.658,3.931,4.213,4.511,4.810,5.120,5.446,5.775,6.115,6.465
EERH,0.008,0.019,0.030,0.041,0.053,0.064,0.077,0.092,0.108,0.125,0.144,0.165,0.188,0.211,0.236,0.262,0.290,0.319,0.349,0.414,0.448,0.482,0.518,0.555,0.595,0.634,0.675,0.718,0.761,0.806,0.852
EKIL,0.010,0.023,0.036,0.050,0.064,0.078,0.094,0.112,0.131,0.152,0.175,0.201,0.228,0.257,0.287,0.319,0.352,0.388,0.424,0.504,0.545,0.587,0.630,0.676,0.723,0.771,0.821,0.873,0.926,0.981,1.037
ELDE,0.005,0.011,0.017,0.023,0.030,0.036,0.044,0.052,0.061,0.071,0.081,0.093,0.106,0.119,0.133,0.148,0.163,0.180,0.197,0.234,0.253,0.272,0.292,0.313,0.335,0.358,0.381,0.405,0.430,0.455,0.481
ELGI_P,0.013,0.029,0.046,0.063,0.080,0.098,0.118,0.140,0.165,0.191,0.220,0.252,0.286,0.322,0.360,0.400,0.442,0.486,0.532,0.631,0.683,0.735,0.790,0.847,0.907,0.967,1.029,1.094,1.161,1.229,1.299
ELLA_1,0.055,0.124,0.196,0.269,0.344,0.420,0.504,0.601,0.705,0.817,0.940,1.079,1.224,1.379,1.541,1.711,1.891,2.079,2.276,2.701,2.924,3.147,3.381,3.624,3.880,4.138,4.404,4.684,4.968,5.260,5.561
ELST_1,0.029,0.066,0.104,0.143,0.183,0.224,0.269,0.321,0.376,0.436,0.502,0.576,0.653,0.736,0.822,0.913,1.009,1.109,1.214,1.441,1.560,1.679,1.804,1.934,2.070,2.208,2.350,2.499,2.651,2.806,2.967
ENDE_1,0.089,0.202,0.318,0.436,0.558,0.682,0.818,0.976,1.144,1.326,1.527,1.752,1.987,2.239,2.502,2.779,3.070,3.376,3.695,4.386,4.748,5.110,5.490,5.885,6.301,6.719,7.152,7.606,8.067,8.542,9.030
ERSK,0.002,0.004,0.006,0.009,0.011,0.014,0.017,0.020,0.023,0.027,0.031,0.035,0.040,0.045,0.051,0.056,0.062,0.068,0.075,0.089,0.096,0.103,0.111,0.119,0.128,0.136,0.145,0.154,0.163,0.173,0.183
EXET1,0.121,0.275,0.432,0.594,0.759,0.928,1.113,1.328,1.557,1.805,2.078,2.385,2.704,3.047,3.405,3.782,4.179,4.594,5.029,5.969,6.462,6.954,7.472,8.009,8.575,9.144,9.733,10.352,10.978,11.624,12.289
FAUG_P,0.001,0.002,0.003,0.004,0.005,0.006,0.008,0.009,0.011,0.013,0.014,0.017,0.019,0.021,0.024,0.026,0.029,0.032,0.035,0.042,0.045,0.048,0.052,0.056,0.060,0.064,0.068,0.072,0.076,0.081,0.085
