Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DUNF,9.774,9.414,9.296,9.253,9.199,9.202,9.201,9.187,9.179,9.164,9.139,9.128,9.166,9.205,9.259,9.318,9.454,9.557,9.647,9.657,9.560,9.638,9.691,9.688,9.697,9.678,9.689,9.716,9.743,9.761,9.746
DUNO_P,3.681,3.545,3.501,3.485,3.464,3.466,3.465,3.460,3.457,3.451,3.442,3.437,3.452,3.466,3.487,3.509,3.560,3.599,3.633,3.637,3.600,3.630,3.650,3.649,3.652,3.645,3.649,3.659,3.669,3.676,3.670
DYCE_P,11.231,10.817,10.682,10.632,10.571,10.574,10.573,10.557,10.547,10.531,10.501,10.488,10.533,10.577,10.639,10.707,10.863,10.982,11.085,11.097,10.985,11.075,11.136,11.133,11.143,11.121,11.133,11.165,11.196,11.216,11.199
EALI_6,68.121,65.611,64.789,64.489,64.116,64.135,64.128,64.030,63.971,63.871,63.693,63.616,63.885,64.153,64.531,64.940,65.888,66.611,67.235,67.308,66.631,67.172,67.542,67.525,67.586,67.453,67.528,67.717,67.907,68.030,67.924
EASO_1,100.582,96.876,95.662,95.218,94.668,94.696,94.686,94.540,94.454,94.307,94.044,93.930,94.327,94.723,95.281,95.885,97.285,98.352,99.273,99.380,98.382,99.180,99.727,99.701,99.792,99.595,99.706,99.986,100.265,100.447,100.291
ECCL,7.330,7.060,6.971,6.939,6.899,6.901,6.900,6.890,6.883,6.873,6.853,6.845,6.874,6.903,6.944,6.988,7.090,7.167,7.234,7.242,7.170,7.228,7.268,7.266,7.272,7.258,7.266,7.286,7.307,7.320,7.309
ECLA_1,110.611,106.535,105.201,104.712,104.107,104.138,104.127,103.967,103.872,103.710,103.421,103.296,103.733,104.167,104.781,105.446,106.985,108.159,109.171,109.289,108.191,109.069,109.671,109.642,109.742,109.526,109.648,109.955,110.262,110.463,110.291
EERH,22.775,21.936,21.661,21.560,21.436,21.442,21.440,21.407,21.387,21.354,21.294,21.269,21.358,21.448,21.574,21.711,22.028,22.270,22.478,22.503,22.276,22.457,22.581,22.575,22.596,22.551,22.576,22.640,22.703,22.744,22.709
EKIL,14.962,14.411,14.230,14.164,14.082,14.087,14.085,14.063,14.051,14.029,13.990,13.973,14.032,14.091,14.174,14.263,14.472,14.630,14.767,14.783,14.635,14.754,14.835,14.831,14.845,14.815,14.832,14.873,14.915,14.942,14.919
EKIS,4.805,4.628,4.570,4.549,4.522,4.524,4.523,4.516,4.512,4.505,4.493,4.487,4.506,4.525,4.552,4.581,4.647,4.698,4.742,4.748,4.700,4.738,4.764,4.763,4.767,4.758,4.763,4.776,4.790,4.798,4.791
ELDE,8.607,8.290,8.186,8.148,8.101,8.103,8.102,8.090,8.082,8.070,8.047,8.037,8.071,8.105,8.153,8.205,8.325,8.416,8.495,8.504,8.418,8.487,8.534,8.531,8.539,8.522,8.532,8.556,8.580,8.595,8.582
