Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
FAUG_P,,,,0.230,0.480,0.760,1.050,1.370,1.730,2.160,2.470,3.110,3.830,4.550,5.430,6.140,6.590,6.980,7.440,8.190,8.980,9.800,10.640,11.520,12.330,13.170,14.020,14.900,15.810,16.740,17.690
FAWL_1,86.810,88.030,91.620,96.850,102.600,108.870,115.100,121.310,129.100,138.480,151.480,166.070,181.650,195.290,212.410,222.710,224.080,223.330,224.680,233.390,242.040,250.620,259.150,267.610,273.950,280.230,286.470,292.660,298.800,304.900,310.950
FECK_6,138.660,140.600,146.330,147.660,149.120,150.710,152.300,153.870,155.850,158.230,161.530,165.240,169.200,172.660,177.010,179.630,179.980,179.780,180.130,182.340,184.530,186.710,188.880,191.030,192.640,194.230,195.820,197.390,198.950,200.500,202.040
FERRA2,7.780,7.890,8.220,9.380,10.660,12.050,13.430,14.810,16.550,18.630,21.520,24.760,28.220,31.250,35.060,37.350,37.650,37.480,37.790,39.720,41.640,43.550,45.440,47.330,48.730,50.130,51.520,52.890,54.260,55.610,56.960
FERRB1;FERRB_M,5.260,5.330,5.550,6.710,7.990,9.380,10.770,12.150,13.880,15.960,18.850,22.100,25.560,28.590,32.390,34.680,34.990,34.820,35.120,37.060,38.980,40.880,42.780,44.660,46.070,47.460,48.850,50.230,51.590,52.950,54.290
FETT_P;KINT_P,1.800,2.060,2.380,3.350,4.430,5.620,6.880,8.220,9.800,11.630,12.940,15.700,18.790,21.860,25.600,28.660,30.590,32.230,34.210,37.440,40.810,44.300,47.930,51.690,55.150,58.720,62.390,66.170,70.040,74.020,78.100
FIDD_P,,,,1.070,2.260,3.570,4.970,6.450,8.190,10.210,11.660,14.710,18.110,21.510,25.640,29.020,31.150,32.960,35.140,38.710,42.430,46.290,50.290,54.440,58.270,62.210,66.260,70.430,74.710,79.100,83.610
FIDF_1,2.640,2.670,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780
FLEE_1;BRLE_1,99.800,101.190,105.320,109.970,115.090,120.660,126.200,131.710,138.640,146.980,158.530,171.510,185.350,197.470,212.690,221.850,223.070,222.400,223.600,231.340,239.030,246.660,254.240,261.760,267.390,272.980,278.530,284.030,289.490,294.910,300.290
FOUR_1,,,,1.740,3.660,5.750,7.830,9.900,12.500,15.620,19.950,24.820,30.010,34.560,40.260,43.700,44.160,43.900,44.360,47.260,50.140,53.000,55.840,58.670,60.780,62.870,64.950,67.020,69.060,71.100,73.110
