Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DRAX_1,108.919,106.692,104.289,103.247,103.730,102.577,102.719,103.469,104.849,107.258,109.718,112.041,115.217,118.444,121.571,124.152,125.284,128.444,131.784,135.384,138.002,140.835,144.898,148.263,151.613,153.523,153.306,155.164,157.006,158.885,160.034
DRCR,19.431,19.139,19.077,19.199,19.519,19.922,20.502,21.126,21.993,23.028,24.078,25.313,26.578,27.790,28.916,29.766,31.031,32.184,33.402,34.747,35.618,36.563,37.885,39.001,40.036,40.416,40.786,41.261,41.721,42.183,42.509
DRUM,63.452,62.081,61.354,61.656,62.855,64.312,66.609,69.058,72.532,76.792,81.128,86.240,91.625,96.934,102.101,105.947,111.897,117.382,123.044,129.024,132.592,136.320,141.958,146.763,151.044,151.964,153.257,154.965,156.621,158.268,159.601
DUBE_P,0.033,0.039,0.052,0.071,0.098,0.132,0.170,0.212,0.256,0.303,0.350,0.395,0.430,0.453,0.462,0.468,0.466,0.464,0.465,0.478,0.489,0.497,0.503,0.509,0.512,0.517,0.520,0.524,0.526,0.528,0.529
DUDH_P,41.455,41.060,41.271,41.606,42.191,42.873,43.783,44.837,46.438,48.418,50.438,52.796,55.506,58.238,60.916,62.984,65.928,68.800,71.792,74.952,77.025,79.210,82.408,85.105,87.610,88.557,89.362,90.483,91.590,92.713,93.497
DUGR_P,6.563,6.451,6.403,6.419,6.504,6.621,6.756,6.927,7.158,7.423,7.691,7.978,8.262,8.514,8.725,8.884,9.093,9.284,9.497,9.759,9.950,10.170,10.440,10.666,10.886,11.013,11.144,11.271,11.390,11.511,11.584
DUMF,57.170,56.002,55.250,54.897,54.922,54.972,55.120,55.549,56.590,57.990,59.423,61.164,63.428,65.864,68.401,70.351,73.154,76.035,78.986,81.946,83.806,85.828,88.972,91.611,94.092,94.974,95.654,96.789,97.932,99.113,99.937
DUNB,30.747,30.332,30.241,30.341,30.685,31.128,31.761,32.525,33.650,34.988,36.341,37.906,39.555,41.130,42.576,43.668,45.182,46.646,48.207,49.946,51.102,52.328,54.090,55.569,56.975,57.567,57.972,58.644,59.305,59.974,60.422
DUNF,35.033,34.434,34.189,34.329,34.850,35.485,36.497,37.626,39.283,41.304,43.358,45.798,48.362,50.877,53.298,55.116,57.896,60.452,63.111,65.948,67.698,69.565,72.302,74.625,76.730,77.319,78.004,78.895,79.766,80.634,81.293
DUNO_P,10.219,10.112,10.155,10.269,10.483,10.748,11.113,11.509,12.040,12.665,13.297,14.029,14.766,15.458,16.083,16.555,17.242,17.864,18.529,19.280,19.780,20.316,21.050,21.670,22.246,22.475,22.689,22.956,23.215,23.472,23.651
DYCE_P,32.120,31.771,31.859,32.207,32.877,33.703,34.840,36.049,37.681,39.609,41.569,43.918,46.202,48.366,50.346,51.870,54.300,56.321,58.463,60.861,62.483,64.400,66.748,68.732,70.569,71.336,72.422,73.301,74.141,74.970,75.547
EALI_6,198.214,195.106,192.626,192.533,195.420,195.246,197.508,202.100,208.647,217.971,227.348,234.157,245.590,256.792,267.427,275.349,279.570,289.848,300.706,312.545,319.943,324.346,336.118,346.057,355.451,358.600,356.740,360.787,364.875,369.134,372.043
EASO_1,308.121,304.319,302.735,306.210,315.834,322.309,334.631,350.357,369.797,394.192,418.662,443.230,469.696,493.607,514.311,529.338,544.383,563.160,583.559,607.783,623.026,640.618,663.382,682.762,700.685,706.245,703.398,710.945,718.262,725.641,730.895
