Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
PAIS,25.185,25.226,24.954,24.893,25.282,25.79,26.343,26.982,27.956,28.955,29.943,30.925,32.055,33.081,34.282,35.158,35.873,36.455,36.964,37.445,38.079,38.626,39.218,39.788,40.339,40.852,41.74,42.395,42.931,43.395,44.164,44.591,,,,
PART,40.846,40.347,39.293,38.667,39.059,39.645,40.227,40.822,41.858,42.721,43.503,44.248,45.257,46.205,47.758,48.88,49.834,50.652,51.371,52.006,52.948,53.652,54.375,55.106,55.812,56.468,57.944,58.968,59.754,60.388,61.674,62.303,,,,
PEHG_P,4.161,4.123,4.034,3.969,3.973,3.986,3.995,4.001,4.039,4.062,4.079,4.098,4.145,4.192,4.286,4.357,4.418,4.474,4.524,4.57,4.639,4.691,4.75,4.813,4.875,4.933,5.051,5.136,5.209,5.27,5.382,5.444,,,,
PEHS_P,6.388,6.303,6.109,5.984,6.031,6.101,6.164,6.221,6.357,6.463,6.55,6.629,6.75,6.868,7.105,7.273,7.419,7.548,7.66,7.756,7.906,8.009,8.112,8.217,8.32,8.412,8.654,8.817,8.937,9.029,9.237,9.331,,,,
PELH_1,242.934,241.023,235.011,231.523,234.045,237.593,240.944,244.539,251.553,257.947,263.874,269.472,276.597,283.228,293.658,301.16,307.48,312.856,317.543,321.676,327.781,332.291,336.874,341.446,345.848,349.884,359.192,365.602,370.433,374.222,382.181,385.965,,,,
PEMB_1,158.024,156.204,152.514,150.326,151.77,153.946,156.18,158.495,162.329,165.567,168.55,171.455,175.377,179.047,184.743,188.878,192.378,195.379,198.025,200.401,203.856,206.523,209.342,212.185,214.942,217.525,222.935,226.768,229.789,232.303,237.094,239.58,,,,
PENE_1,227.932,225.024,218.585,214.292,215.564,217.622,219.349,220.953,225.043,228.129,230.681,233.022,236.872,240.607,248.154,253.589,258.301,262.455,266.119,269.276,274.182,277.654,281.198,284.868,288.417,291.72,299.762,305.277,309.451,312.759,319.833,323.236,,,,
PENN_1,291.569,286.961,277.306,271.902,276.059,282.092,287.918,293.908,304.152,312.711,320.519,327.63,336.583,344.949,359.258,369.451,378.076,385.433,391.788,397.244,405.577,411.348,416.936,422.505,427.826,432.594,445.242,453.66,459.675,464.031,474.531,478.999,,,,
PENT_1,123.906,122.481,119.47,117.923,119.644,122.113,124.693,127.439,131.65,135.387,138.925,142.318,146.482,150.323,155.889,159.905,163.256,166.076,168.535,170.737,173.908,176.332,178.829,181.296,183.675,185.864,190.596,193.899,196.434,198.461,202.516,204.507,,,,
PENW_1,287.907,285.028,278.343,275.016,279.141,284.976,291.075,297.638,307.787,316.998,325.775,334.21,344.421,353.816,367.101,376.686,384.667,391.35,397.173,402.409,409.886,415.648,421.595,427.441,433.081,438.258,449.318,457.056,463.001,467.77,477.219,481.873,,,,
PERI_H,30.665,30.271,29.406,28.829,28.996,29.271,29.5,29.714,30.261,30.673,31.015,31.325,31.841,32.342,33.352,34.08,34.712,35.268,35.758,36.18,36.838,37.303,37.781,38.272,38.748,39.191,40.272,41.011,41.571,42.016,42.967,43.424,,,,
PERS_P,40.976,40.489,39.424,38.75,39.044,39.503,39.935,40.364,41.216,41.9,42.5,43.069,43.906,44.704,46.117,47.137,48.015,48.777,49.448,50.038,50.927,51.583,52.262,52.955,53.627,54.254,55.682,56.675,57.439,58.059,59.317,59.941,,,,
PITS_3,49.161,48.824,47.88,47.294,47.621,48.113,48.611,49.146,50.16,51.086,51.947,52.808,53.984,55.082,56.692,57.87,58.864,59.716,60.471,61.163,62.147,62.939,63.801,64.672,65.521,66.324,67.875,69.002,69.919,70.713,72.12,72.9,,,,
POOB,82.761,81.756,79.653,78.436,79.3,80.575,81.863,83.194,85.417,87.288,89.006,90.646,92.818,94.851,98.089,100.426,102.405,104.098,105.583,106.899,108.839,110.295,111.799,113.31,114.771,116.125,119.135,121.23,122.839,124.137,126.753,128.042,,,,
POPP_3,45.884,45.441,44.471,44.008,44.661,45.589,46.585,47.659,49.248,50.696,52.09,53.444,55.083,56.588,58.624,60.102,61.329,62.352,63.248,64.062,65.206,66.113,67.068,68.006,68.912,69.75,71.437,72.637,73.578,74.355,75.815,76.566,,,,
PORA_P,16.252,16.079,15.708,15.477,15.59,15.767,15.942,16.121,16.446,16.714,16.956,17.19,17.533,17.855,18.386,18.771,19.099,19.385,19.638,19.865,20.196,20.454,20.728,21.006,21.277,21.534,22.066,22.447,22.748,23.001,23.479,23.731,,,,
PORD,32.813,32.438,31.691,31.29,31.678,32.246,32.848,33.481,34.443,35.278,36.066,36.83,37.802,38.704,40.013,40.962,41.757,42.43,43.021,43.555,44.319,44.918,45.547,46.171,46.778,47.342,48.506,49.33,49.978,50.515,51.532,52.056,,,,
PYLE_1,94.635,93.376,90.86,89.494,90.736,92.547,94.404,96.347,99.401,102.02,104.467,106.786,109.704,112.412,116.566,119.556,122.071,124.2,126.06,127.704,130.116,131.913,133.748,135.572,137.33,138.941,142.594,145.118,147.03,148.537,151.66,153.158,,,,
QUOI_P,0.049,0.048,0.047,0.047,0.048,0.048,0.048,0.049,0.049,0.05,0.05,0.051,0.052,0.053,0.054,0.056,0.057,0.057,0.059,0.06,0.061,0.061,0.062,0.063,0.063,0.063,0.067,0.067,0.068,0.069,0.069,0.072,,,,
RAIN_1,447.474,441.34,428.304,420.416,424.813,431.404,437.657,443.966,455.693,465.265,473.814,481.73,492.534,502.74,520.701,533.59,544.583,554.067,562.351,569.535,580.464,588.257,596.086,604.013,611.643,618.641,635.779,647.45,656.138,662.845,677.555,684.384,,,,
RANN_P,2.226,2.21,2.173,2.144,2.142,2.144,2.146,2.144,2.155,2.16,2.163,2.171,2.192,2.213,2.251,2.281,2.306,2.331,2.352,2.375,2.404,2.431,2.459,2.492,2.525,2.557,2.611,2.652,2.69,2.724,2.779,2.812,,,,
RASS_1,270.019,266.716,259.877,256.117,259.408,264.208,269.135,274.304,282.551,289.682,296.338,302.696,310.761,318.25,329.651,337.874,344.789,350.653,355.778,360.339,366.996,372.015,377.182,382.33,387.3,391.879,402.007,409.055,414.448,418.765,427.492,431.766,,,,
RATS_1,438.979,433.718,422.826,416.856,422.178,429.935,437.934,446.345,459.681,471.253,482.077,492.451,505.598,517.797,536.191,549.47,560.628,570.082,578.357,585.734,596.465,604.609,613.026,621.407,629.502,636.975,653.294,664.685,673.446,680.492,694.589,701.555,,,,
RAVE,5.297,5.234,5.165,5.194,5.388,5.654,5.964,6.308,6.708,7.091,7.475,7.854,8.258,8.621,9.009,9.29,9.513,9.69,9.843,9.988,10.172,10.332,10.504,10.663,10.815,10.953,11.184,11.356,11.493,11.606,11.798,11.899,,,,
RAYL_1,488.112,483.894,472.113,465.723,471.733,480.182,488.596,497.652,513.348,527.674,541.147,553.971,569.829,584.499,606.41,622.185,635.399,646.548,656.261,664.895,677.463,686.906,696.554,706.106,715.307,723.739,742.596,755.655,765.562,773.385,789.47,797.2,,,,
REBR_3,122.63,121.412,118.6,117.375,119.51,122.497,125.672,129.118,134.197,138.877,143.394,147.732,152.808,157.449,163.722,168.244,171.98,175.075,177.762,180.188,183.61,186.267,188.994,191.644,194.197,196.523,201.454,204.899,207.532,209.623,213.779,215.802,,,,
REDH,35.157,35.302,34.66,34.209,34.358,34.508,34.545,34.617,35.309,36.054,36.734,37.379,38.246,39.064,40.409,41.379,42.203,42.911,43.533,44.083,44.896,45.501,46.124,46.751,47.354,47.913,49.179,50.057,50.724,51.257,52.353,52.878,,,,
REDM_P,42.282,41.847,40.93,40.364,40.669,41.14,41.624,42.117,42.978,43.692,44.345,44.992,45.914,46.783,48.145,49.14,49.987,50.717,51.366,51.955,52.806,53.474,54.196,54.929,55.643,56.318,57.677,58.653,59.439,60.11,61.334,61.994,,,,
RICH_J,181.531,178.982,173.91,171.266,173.99,177.918,181.955,186.197,192.732,198.374,203.665,208.651,214.771,220.433,229.056,235.244,240.43,244.806,248.606,251.957,256.878,260.507,264.163,267.772,271.242,274.397,281.756,286.796,290.554,293.451,299.66,302.541,,,,
ROCH_1,225.946,224.009,218.754,215.726,218.008,221.273,224.497,227.936,234.161,239.768,244.994,250.004,256.441,262.429,271.568,278.171,283.73,288.456,292.596,296.286,301.667,305.751,309.981,314.209,318.294,322.073,330.313,336.073,340.515,344.103,351.252,354.805,,,,
RRIG,13.574,13.4,13.019,12.762,12.838,12.96,13.063,13.158,13.403,13.586,13.738,13.877,14.107,14.33,14.779,15.102,15.383,15.631,15.849,16.037,16.327,16.535,16.746,16.965,17.177,17.373,17.852,18.179,18.429,18.625,19.047,19.251,,,,
RUGEB1,213.854,210.671,204.001,200.188,202.909,206.894,210.748,214.701,221.544,227.242,232.424,237.184,243.304,249.037,258.811,265.793,271.712,276.774,281.165,284.957,290.716,294.77,298.76,302.751,306.58,310.044,318.87,324.806,329.126,332.346,339.767,343.052,,,,
RYEH_1,387.833,383.891,373.431,367.054,370.607,375.766,380.489,385.384,395.452,404.179,412.064,419.419,429.253,438.501,454.235,465.539,475.147,483.402,490.615,496.9,506.379,513.216,520.113,527.071,533.77,539.916,554.678,564.769,572.317,578.18,590.851,596.784,,,,
SALH_1,156.718,154.72,150.293,147.34,148.205,149.613,150.791,151.887,154.687,156.8,158.545,160.149,162.788,165.351,170.525,174.25,177.484,180.333,182.845,185.012,188.376,190.758,193.193,195.712,198.148,200.418,205.937,209.724,212.592,214.867,219.726,222.065,,,,
SALL1,106.453,105.095,102.089,100.084,100.676,101.638,102.444,103.193,105.104,106.546,107.737,108.831,110.629,112.375,115.898,118.436,120.637,122.577,124.29,125.764,128.053,129.675,131.331,133.046,134.701,136.246,140.001,142.577,144.526,146.071,149.376,150.965,,,,
SALT_1,120.485,119.177,116.148,114.243,115.087,116.412,117.667,118.95,121.516,123.669,125.599,127.448,130.071,132.55,136.726,139.748,142.331,144.563,146.528,148.267,150.863,152.798,154.819,156.88,158.878,160.746,164.885,167.783,170.037,171.881,175.548,177.41,,,,
SANX,30.752,30.401,29.714,29.372,29.792,30.397,31.046,31.736,32.737,33.62,34.463,35.279,36.289,37.221,38.529,39.474,40.263,40.927,41.508,42.035,42.781,43.369,43.989,44.598,45.188,45.736,46.852,47.646,48.266,48.778,49.749,50.246,,,,
SASA,34.915,34.471,33.484,32.827,33.022,33.336,33.602,33.847,34.473,34.947,35.337,35.696,36.286,36.857,38.014,38.846,39.567,40.204,40.765,41.249,42.001,42.533,43.075,43.639,44.181,44.687,45.919,46.764,47.404,47.91,48.994,49.514,,,,
SBAR,223.346,222.7,217.893,214.931,216.672,219.001,220.99,223.236,228.856,234.339,239.421,244.264,250.507,256.321,265.382,271.916,277.426,282.117,286.222,289.862,295.208,299.213,303.335,307.457,311.435,315.107,323.305,329.002,333.357,336.837,343.92,347.382,,,,
SEAB1,318.686,315.001,306.685,302.034,305.726,311.133,316.555,322.267,331.879,340.277,348.088,355.498,364.908,373.657,387.212,396.975,405.193,412.17,418.258,423.645,431.567,437.462,443.485,449.497,455.294,460.625,472.707,481.068,487.417,492.442,502.823,507.847,,,,
SELL_1,182.111,180.726,176.554,174.259,176.355,179.291,182.209,185.368,190.959,196.119,200.976,205.626,211.41,216.761,224.679,230.391,235.174,239.211,242.737,245.885,250.442,253.904,257.472,261.007,264.416,267.555,274.415,279.198,282.861,285.79,291.684,294.57,,,,
SFEG_P,6.633,6.577,6.543,6.61,6.84,7.157,7.538,7.96,8.433,8.89,9.359,9.826,10.33,10.779,11.215,11.535,11.786,11.983,12.154,12.322,12.525,12.719,12.932,13.129,13.322,13.499,13.75,13.942,14.109,14.26,14.472,14.602,,,,
SFIL_P,1.753,1.731,1.699,1.699,1.751,1.825,1.91,2.002,2.115,2.22,2.326,2.429,2.542,2.641,2.757,2.841,2.908,2.963,3.01,3.053,3.111,3.158,3.21,3.256,3.302,3.344,3.419,3.473,3.514,3.55,3.613,3.646,,,,
SHEC_3,74.806,74.434,73.245,72.25,72.102,71.991,71.817,71.605,71.856,72.036,72.123,72.309,72.997,73.69,74.97,75.944,76.81,77.6,78.339,79.033,80.031,80.891,81.912,82.999,84.074,85.14,86.951,88.338,89.561,90.72,92.525,93.669,,,,
SHIN_P,1.677,1.662,1.631,1.613,1.627,1.649,1.673,1.698,1.734,1.768,1.799,1.83,1.873,1.913,1.967,2.007,2.039,2.07,2.093,2.119,2.151,2.18,2.209,2.239,2.27,2.298,2.35,2.388,2.419,2.447,2.494,2.522,,,,
SHRU,58.979,58.88,57.864,57.203,57.533,57.97,58.354,58.791,59.95,61.093,62.151,63.202,64.629,65.966,67.964,69.422,70.656,71.713,72.648,73.499,74.719,75.688,76.731,77.781,78.803,79.766,81.677,83.05,84.154,85.096,86.807,87.721,,,,
SHRW_1,116.072,114.978,112.046,110.4,111.748,113.661,115.534,117.53,121.095,124.297,127.281,130.103,133.654,136.952,142.054,145.724,148.809,151.424,153.705,155.719,158.682,160.878,163.112,165.332,167.471,169.429,173.918,177.013,179.345,181.174,185.005,186.825,,,,
SIGH,90.078,89.06,86.833,85.399,85.98,86.89,87.752,88.605,90.33,91.706,92.913,94.072,95.824,97.494,100.429,102.558,104.385,105.979,107.391,108.638,110.508,111.908,113.38,114.887,116.348,117.723,120.749,122.874,124.531,125.903,128.598,129.972,,,,
SJOW_1,679.677,676.458,666.232,657.577,656.279,655.271,653.83,652.038,654.22,655.805,656.609,658.375,664.731,671.107,682.453,691.12,698.823,705.852,712.461,718.704,727.6,735.412,744.775,754.708,764.536,774.306,790.469,802.945,814.052,824.666,840.878,851.305,,,,
SKLGB1,594.317,587.924,571.82,562.771,569.979,580.272,590.284,600.86,619.679,636.313,651.726,666.177,684.353,701.258,728.074,747.314,763.518,777.279,789.242,799.732,815.317,826.673,838.077,849.429,860.34,870.284,893.913,910.052,922.064,931.305,951.331,960.602,,,,
SLOY_P,2.109,2.084,2.055,2.069,2.157,2.281,2.421,2.578,2.761,2.934,3.108,3.28,3.462,3.623,3.796,3.922,4.02,4.098,4.167,4.229,4.311,4.38,4.455,4.521,4.587,4.646,4.746,4.819,4.876,4.923,5.004,5.046,,,,
SMAN_1,334.082,329.851,321.586,317.261,321.75,328.283,335.15,342.398,353.32,362.824,371.791,380.402,391.111,401.007,415.502,425.97,434.73,442.115,448.572,454.352,462.693,469.069,475.668,482.206,488.521,494.342,506.889,515.666,522.429,527.874,538.681,544.037,,,,
SPAV,29.294,28.998,28.416,28.102,28.414,28.873,29.369,29.899,30.679,31.36,32.008,32.651,33.482,34.251,35.322,36.103,36.758,37.311,37.8,38.251,38.881,39.394,39.947,40.5,41.038,41.545,42.513,43.212,43.779,44.268,45.131,45.603,,,,
SPEN_1,247.05,244.217,237.629,234.221,237.869,243.035,248.272,253.851,262.844,270.864,278.417,285.545,294.2,302.19,314.171,322.771,329.961,336.011,341.259,345.896,352.68,357.697,362.748,367.725,372.505,376.847,386.918,393.821,398.965,402.925,411.399,415.328,,,,
SSHI_3,74.441,73.442,71.069,69.605,70.323,71.386,72.319,73.253,75.245,76.878,78.313,79.598,81.366,83.043,86.211,88.471,90.404,92.078,93.534,94.773,96.7,98.02,99.305,100.608,101.858,102.989,106.014,108.036,109.49,110.563,113.118,114.232,,,,
STAH_1,163.973,162.419,158.736,157.021,159.58,163.17,166.962,171.073,177.28,182.984,188.466,193.74,200.017,205.771,213.666,219.366,224.089,228.023,231.445,234.536,238.91,242.31,245.823,249.256,252.567,255.6,261.983,266.459,269.904,272.667,278.098,280.778,,,,
STAL_1,411.272,405.361,392.904,385.608,390.326,397.294,403.989,410.812,422.94,432.966,442.019,450.363,461.339,471.651,489.458,502.202,513.028,522.322,530.406,537.398,548.029,555.551,563.019,570.526,577.737,584.3,600.744,611.862,620.029,626.209,640.155,646.455,,,,
STAY_1,186.946,184.887,180.834,178.534,180.389,183.157,186.1,189.185,193.969,198.097,201.964,205.775,210.78,215.435,222.234,227.186,231.353,234.897,238.028,240.873,244.935,248.154,251.596,255.049,258.403,261.55,267.837,272.344,275.95,278.998,284.593,287.577,,,,
STEN_1,200.269,198.558,194.476,192.224,194.282,197.267,200.402,203.768,209.209,214.135,218.802,223.387,229.235,234.648,242.309,247.885,252.554,256.495,259.974,263.139,267.626,271.198,275.006,278.803,282.487,285.934,292.778,297.679,301.596,304.896,310.945,314.16,,,,
STES_1,244.552,241.666,234.723,230.469,232.726,236.059,239.115,242.23,248.518,253.804,258.529,262.904,268.849,274.461,284.329,291.405,297.439,302.642,307.185,311.122,317.115,321.382,325.664,329.994,334.162,337.981,347.364,353.748,358.494,362.147,370.19,373.912,,,,
STHA,42.507,41.96,40.868,40.311,40.937,41.836,42.775,43.766,45.258,46.555,47.778,48.945,50.377,51.699,53.654,55.062,56.24,57.232,58.094,58.865,59.979,60.821,61.681,62.529,63.347,64.095,65.76,66.913,67.789,68.479,69.893,70.571,,,,
STIR,50.421,49.915,48.93,48.411,48.96,49.769,50.652,51.591,52.959,54.16,55.308,56.447,57.909,59.262,61.116,62.47,63.602,64.558,65.404,66.184,67.271,68.162,69.124,70.082,71.016,71.892,73.555,74.762,75.743,76.587,78.073,78.885,,,,
STLE,37.846,37.423,36.57,36.104,36.53,37.155,37.815,38.51,39.575,40.496,41.363,42.204,43.287,44.293,45.769,46.839,47.737,48.502,49.172,49.777,50.647,51.326,52.041,52.757,53.449,54.094,55.424,56.366,57.109,57.724,58.89,59.493,,,,
STRI_P,16.029,15.849,15.439,15.158,15.224,15.336,15.429,15.511,15.747,15.92,16.061,16.194,16.434,16.669,17.142,17.486,17.785,18.051,18.286,18.493,18.809,19.041,19.282,19.535,19.779,20.011,20.538,20.908,21.193,21.428,21.901,22.141,,,,
SUND_1,557.901,552.977,538.118,529.378,534.876,542.835,550.199,558.057,573.914,588.233,601.41,613.744,629.557,644.31,668.18,685.323,699.795,712.131,722.872,732.269,746.309,756.495,766.752,777.027,786.925,795.978,817.517,832.258,843.278,851.822,870.225,878.892,,,,
SWAN_1,684.977,677.194,660.337,650.955,658.878,670.413,682.193,694.594,714.813,732.437,748.888,764.646,784.737,803.401,831.754,852.223,869.441,884.053,896.845,908.243,924.852,937.435,950.446,963.421,975.954,987.529,1012.866,1030.55,1044.152,1055.1,1077.016,1087.847,,,,
T__HYELT002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T__KYELT003,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,66.116,,,,
T__MYELT001,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,71.721,,,,
T_ANGLD-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_BAGED-1,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,8.643,,,,
T_BAGTD-1,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,3.649,,,,
T_BARK_NR,3.977,4.057,4.138,4.221,4.305,4.391,4.479,4.569,4.66,4.753,4.848,4.945,5.044,5.145,5.248,5.353,5.46,5.569,5.68,5.794,5.91,6.028,6.149,6.272,6.397,6.525,6.656,6.789,6.924,7.063,7.204,7.348,,,,
T_BARK-CTRL,24.61,25.102,25.604,26.117,26.639,27.172,27.715,28.269,28.835,29.411,30,30.6,31.212,31.836,32.473,33.122,33.784,34.46,35.149,35.852,36.569,37.301,38.047,38.808,39.584,40.376,41.183,42.007,42.847,43.704,44.578,45.469,,,,
T_BPGRD-1,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,87.495,,,,
T_BPGRD-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_BRER_RTK,15.996,16.316,16.643,16.976,17.315,17.661,18.015,18.375,18.742,19.117,19.5,19.89,20.287,20.693,21.107,21.529,21.96,22.399,22.847,23.304,23.77,24.245,24.73,25.225,25.729,26.244,26.769,27.304,27.85,28.407,28.975,29.555,,,,
T_BUSH_RTK,14.623,14.916,15.214,15.518,15.829,16.145,16.468,16.797,17.133,17.476,17.826,18.182,18.546,18.917,19.295,19.681,20.075,20.476,20.886,21.303,21.729,22.164,22.607,23.059,23.521,23.991,24.471,24.96,25.459,25.969,26.488,27.018,,,,
T_CASKD-1,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,116.677,,,,
T_CHAPD-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_CORM_RTK,18.478,18.847,19.224,19.609,20.001,20.401,20.809,21.225,21.65,22.083,22.524,22.975,23.434,23.903,24.381,24.868,25.366,25.873,26.391,26.918,27.457,28.006,28.566,29.137,29.72,30.315,30.921,31.539,32.17,32.813,33.47,34.139,,,,
T_DALRD-1,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,5.128,,,,
T_ECCFD-1,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,2.559,,,,
T_EGLSD-1,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,,,,
T_ELSTR-1,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,,,,
T_ELVAD-1,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,5.471,,,,
T_EXMOSSD-1,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,12.597,,,,
T_FOXJD-1,5.103,5.205,5.309,5.415,5.523,5.634,5.747,5.862,5.979,6.098,6.22,6.345,6.472,6.601,6.733,6.868,7.005,7.145,7.288,7.434,7.582,7.734,7.889,8.047,8.208,8.372,8.539,8.71,8.884,9.062,9.243,9.428,,,,
T_FOXJD-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_FROD_NR,8.01,8.17,8.334,8.5,8.67,8.844,9.021,9.201,9.385,9.573,9.764,9.96,10.159,10.362,10.569,10.781,10.996,11.216,11.44,11.669,11.903,12.141,12.383,12.631,12.884,13.141,13.404,13.672,13.946,14.225,14.509,14.799,,,,
T_GLNG,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,,,,
T_GNHLD-1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
T_GNHLD-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_GNHLD-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_GOWKD-1,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,7.953,,,,
T_HARK_NR,4.91,5.008,5.108,5.211,5.315,5.421,5.53,5.64,5.753,5.868,5.985,6.105,6.227,6.352,6.479,6.608,6.741,6.875,7.013,7.153,7.296,7.442,7.591,7.743,7.898,8.056,8.217,8.381,8.549,8.72,8.894,9.072,,,,
T_HPC-CES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_IMPRK-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_IMPRK-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_INWID-1,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,,,,
T_KSGND-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_KSGND-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_LBUZ_RTK,24.003,24.484,24.973,25.473,25.982,26.502,27.032,27.572,28.124,28.686,29.26,29.845,30.442,31.051,31.672,32.306,32.952,33.611,34.283,34.969,35.668,36.381,37.109,37.851,38.608,39.38,40.168,40.971,41.791,42.626,43.479,44.349,,,,
T_LLWSD-1,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,17.188,,,,
T_LONGB-RTK,14.212,14.496,14.786,15.081,15.383,15.691,16.005,16.325,16.651,16.984,17.324,17.67,18.024,18.384,18.752,19.127,19.51,19.9,20.298,20.704,21.118,21.54,21.971,22.41,22.858,23.316,23.782,24.258,24.743,25.238,25.742,26.257,,,,
