Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
CHIC_1,11.478,11.623,11.767,11.911,12.055,12.199,12.631,13.136,13.712,14.289,15.009,15.730,16.451,17.171,17.892,18.613,19.333,20.054,20.774,21.495,22.216,22.936,23.657,24.377,25.098,25.819,26.539,27.260,27.980,28.701,29.422
CHSI_1,8.635,8.744,8.852,8.960,9.069,9.177,9.503,9.882,10.316,10.749,11.291,11.834,12.376,12.918,13.460,14.002,14.544,15.086,15.628,16.170,16.713,17.255,17.797,18.339,18.881,19.423,19.965,20.507,21.049,21.592,22.134
CHTE_1,50.836,51.474,52.113,52.751,53.389,54.027,55.942,58.176,60.729,63.283,66.474,69.665,72.857,76.048,79.240,82.431,85.623,88.814,92.006,95.197,98.388,101.580,104.771,107.963,111.154,114.346,117.537,120.729,123.920,127.111,130.303
CITR_1,0.739,0.748,0.757,0.767,0.776,0.785,0.813,0.846,0.883,0.920,0.966,1.013,1.059,1.105,1.152,1.198,1.244,1.291,1.337,1.384,1.430,1.476,1.523,1.569,1.616,1.662,1.708,1.755,1.801,1.847,1.894
CLAY_P,0.918,0.930,0.941,0.953,0.964,0.976,1.010,1.051,1.097,1.143,1.201,1.258,1.316,1.373,1.431,1.489,1.546,1.604,1.662,1.719,1.777,1.835,1.892,1.950,2.007,2.065,2.123,2.180,2.238,2.296,2.353
COAT,3.244,3.285,3.326,3.366,3.407,3.448,3.570,3.713,3.876,4.039,4.242,4.446,4.650,4.853,5.057,5.261,5.464,5.668,5.872,6.075,6.279,6.483,6.686,6.890,7.094,7.297,7.501,7.705,7.908,8.112,8.316
COCK,3.879,3.928,3.977,4.025,4.074,4.123,4.269,4.439,4.634,4.829,5.073,5.316,5.560,5.803,6.047,6.290,6.534,6.777,7.021,7.265,7.508,7.752,7.995,8.239,8.482,8.726,8.969,9.213,9.456,9.700,9.943
CONQA1;SASA,21.993,22.269,22.545,22.821,23.097,23.374,24.202,25.168,26.273,27.378,28.758,30.139,31.520,32.900,34.281,35.662,37.042,38.423,39.804,41.184,42.565,43.946,45.327,46.707,48.088,49.469,50.849,52.230,53.611,54.991,56.372
COUA_P,3.584,3.629,3.673,3.718,3.763,3.808,3.943,4.101,4.281,4.461,4.686,4.911,5.136,5.361,5.586,5.811,6.036,6.261,6.486,6.711,6.936,7.161,7.386,7.610,7.835,8.060,8.285,8.510,8.735,8.960,9.185
COVE_1,31.682,32.079,32.477,32.875,33.273,33.671,34.864,36.256,37.847,39.438,41.427,43.416,45.405,47.394,49.383,51.372,53.361,55.350,57.339,59.328,61.317,63.306,65.295,67.284,69.273,71.262,73.251,75.240,77.228,79.217,81.206
COWL_1;ECLA_H,39.682,40.180,40.679,41.177,41.675,42.173,43.668,45.412,47.405,49.398,51.889,54.380,56.871,59.363,61.854,64.345,66.836,69.328,71.819,74.310,76.801,79.292,81.784,84.275,86.766,89.257,91.748,94.240,96.731,99.222,101.713
COYL,3.311,3.352,3.394,3.435,3.477,3.518,3.643,3.789,3.955,4.121,4.329,4.537,4.745,4.953,5.160,5.368,5.576,5.784,5.992,6.200,6.407,6.615,6.823,7.031,7.239,7.447,7.654,7.862,8.070,8.278,8.486
CRAI_P,0.239,0.242,0.245,0.248,0.251,0.254,0.263,0.273,0.285,0.297,0.312,0.327,0.342,0.357,0.372,0.387,0.402,0.417,0.432,0.447,0.462,0.477,0.492,0.507,0.522,0.537,0.552,0.567,0.582,0.597,0.612
CREB_1,45.806,46.381,46.957,47.532,48.107,48.682,50.407,52.420,54.721,57.022,59.897,62.773,65.649,68.524,71.400,74.276,77.151,80.027,82.903,85.778,88.654,91.530,94.405,97.281,100.157,103.033,105.908,108.784,111.660,114.535,117.411
CROO,1.456,1.474,1.494,1.512,1.530,1.548,1.604,1.668,1.740,1.814,1.904,1.996,2.088,2.180,2.270,2.362,2.454,2.544,2.636,2.728,2.820,2.910,3.002,3.094,3.186,3.276,3.368,3.460,3.550,3.642,3.734
CUMB,2.406,2.436,2.467,2.497,2.527,2.557,2.648,2.754,2.875,2.995,3.146,3.298,3.449,3.600,3.751,3.902,4.053,4.204,4.355,4.506,4.657,4.808,4.959,5.110,5.261,5.412,5.563,5.715,5.866,6.017,6.168
CUPA,6.200,6.278,6.356,6.434,6.512,6.590,6.823,7.096,7.407,7.719,8.108,8.497,8.886,9.276,9.665,10.054,10.443,10.833,11.222,11.611,12.000,12.390,12.779,13.168,13.557,13.947,14.336,14.725,15.114,15.504,15.893
CURR,0.066,0.067,0.067,0.068,0.069,0.070,0.072,0.075,0.079,0.082,0.086,0.090,0.094,0.098,0.103,0.107,0.111,0.115,0.119,0.123,0.127,0.131,0.136,0.140,0.144,0.148,0.152,0.156,0.160,0.164,0.169
DALM3,1.952,1.976,2.001,2.025,2.050,2.074,2.148,2.233,2.331,2.429,2.552,2.674,2.797,2.920,3.042,3.165,3.287,3.410,3.532,3.655,3.777,3.900,4.022,4.145,4.267,4.390,4.512,4.635,4.757,4.880,5.002
DEVM,1.096,1.109,1.123,1.137,1.151,1.164,1.206,1.254,1.309,1.364,1.433,1.502,1.570,1.639,1.708,1.777,1.845,1.914,1.983,2.052,2.121,2.189,2.258,2.327,2.396,2.465,2.533,2.602,2.671,2.740,2.809
DEVO,3.269,3.310,3.351,3.392,3.433,3.474,3.597,3.741,3.905,4.069,4.275,4.480,4.685,4.890,5.095,5.301,5.506,5.711,5.916,6.122,6.327,6.532,6.737,6.942,7.148,7.353,7.558,7.763,7.969,8.174,8.379
DEWP,0.320,0.324,0.328,0.332,0.336,0.340,0.353,0.367,0.383,0.399,0.419,0.439,0.459,0.479,0.499,0.519,0.540,0.560,0.580,0.600,0.620,0.640,0.660,0.680,0.700,0.721,0.741,0.761,0.781,0.801,0.821
DOUN_P,1.087,1.100,1.114,1.128,1.141,1.155,1.196,1.244,1.298,1.353,1.421,1.489,1.558,1.626,1.694,1.762,1.831,1.899,1.967,2.035,2.104,2.172,2.240,2.308,2.376,2.445,2.513,2.581,2.649,2.718,2.786
